date,price
15/10/2025,8855.0
15/10/2025,1840.0
15/10/2025,3800.0
15/10/2025,5290.0
15/10/2025,10550.0
15/10/2025,1770.0
15/10/2025,4500.0
15/10/2025,4250.0
15/10/2025,3250.0
15/10/2025,1325.0
15/10/2025,1500.0
15/10/2025,4000.0
15/10/2025,4200.0
15/10/2025,2900.0
15/10/2025,1050.0
15/10/2025,1950.0
15/10/2025,5050.0
15/10/2025,1500.0
15/10/2025,3750.0
15/10/2025,3000.0
15/10/2025,3085.0
15/10/2025,1550.0
15/10/2025,935.0
15/10/2025,1000.0
15/10/2025,2600.0
15/10/2025,10000.0
15/10/2025,1400.0
15/10/2025,4500.0
15/10/2025,2650.0
15/10/2025,2000.0
15/10/2025,5450.0
15/10/2025,4800.0
15/10/2025,4000.0
15/10/2025,10000.0
15/10/2025,15.0
15/10/2025,8.0
